date,prcp(m/day),petfao56(m/day),streamflow(m3/s)
2014-11-12,0.005541162488722,-0.0006795325808235,574.5833333333334
2014-11-13,0.0003077844487538,-0.000776811176072,435.7083333333333
2014-11-14,0.0005464753560108,-0.0008026211274517,212.375
2014-11-15,0.0014219060085782,-0.0007196475837759,226.16666666666663
2014-11-16,0.0040217814124403,-0.0006771228139712,236.91666666666663
2014-11-17,0.0035005965151197,-0.0004581698292876,290.875
2014-11-18,0.0010113461896578,-0.0004593628999675,240.25
2014-11-19,6.02233715964283e-05,-0.0006392756924253,224.25
2014-11-20,0.0001327919947151,-0.0007624032809773,346.9583333333333
2014-11-21,0.0005429836494713,-0.0006984760091436,276.9166666666667
2014-11-22,0.0014073019932804,-0.0006249325580149,375.9166666666667
2014-11-23,0.0025859907966646,-0.0005008485191257,382.4166666666667
2014-11-24,0.0023869288875607,-0.0004702796120631,411.1666666666667
2014-11-25,4.590298670328542e-05,-0.00075237671406,481.2083333333333
2014-11-26,0.0004573157154781,-0.0007207408087291,420.75
2014-11-27,0.0006615275987066,-0.0007140372551164,321.75
2014-11-28,0.0004608997315749,-0.0005917704332694,263.25
2014-11-29,0.0005190083362877,-0.0007166762975763,330.75
2014-11-30,0.0019639087711174,-0.0005448779830654,226.70833333333331
2014-12-01,0.0007002415687601,-0.0006893893943723,232.0
2014-12-02,0.0001663718354773,-0.000807005366945,230.25
2014-12-03,0.0015311814838548,-0.0006449801866871,236.625
2014-12-04,0.0001530155129486,-0.0008116161888315,279.375
2014-12-05,4.9413900135429e-05,-0.0008775502456001,353.1666666666667
2014-12-06,0.0018184796952,-0.0007006834686587,421.9166666666667
2014-12-07,0.0021418591735667,-0.0006351299168543,362.2916666666667
2014-12-08,0.0001321837500357,-0.0006568433907047,391.0416666666667
2014-12-09,0.0018667504839045,-0.0005740730313804,307.0
2014-12-10,0.0040165947408714,-0.0004228161673125,292.0833333333333
2014-12-11,0.0026110712420102,-0.0003692106003481,319.625
2014-12-12,0.0007776064794381,-0.0002734769889319,260.5416666666667
2014-12-13,0.0001758385802806,-0.0003407482188363,258.2916666666667
2014-12-14,0.0002281085277309,-0.0004039664559037,192.0
2014-12-15,0.0030820943281506,-0.0003047701604767,237.41666666666663
2014-12-16,0.0034903806245507,-0.0002794305516889,219.29166666666663
2014-12-17,0.0015833457270259,-0.000219848805846,242.04166666666663
2014-12-18,0.0006381967379726,-0.0002666702154952,237.625
2014-12-19,4.291251093094772e-06,-0.0003001544656287,259.3333333333333
2014-12-20,0.0002505766906771,-0.0003889335777673,297.1666666666667
2014-12-21,0.0003303139751671,-0.0002178894737704,239.375
2014-12-22,3.840020645143528e-05,-0.0003097076520244,236.375
2014-12-23,6.968772275807717e-05,-0.0003877852858314,252.83333333333331
2014-12-24,0.0004805444791242,-0.000353297158679,276.875
2014-12-25,0.0004893245168891,-0.0003111117056907,319.4583333333333
2014-12-26,0.0007169433524022,-0.0003056656892121,305.75
2014-12-27,0.0036979220089659,-0.0002375749028545,216.45833333333331
2014-12-28,0.0002550685878688,-0.0003425391309949,288.25
2014-12-29,1.147154246027393e-06,-0.0003581103501412,320.2916666666667
2014-12-30,1.8395361599861688e-06,-0.0004814862881743,308.125
2014-12-31,4.383230767613644e-05,-0.0004530502374565,320.0833333333333
2015-01-01,0.0001564686696005,-0.0003079551316919,304.375
2015-01-02,3.6720190321409024e-05,-0.0004840160229972,276.625
2015-01-03,2.0390515476764422e-05,-0.0005619551119992,560.625
2015-01-04,0.0001275704309172,-0.0006281171606744,472.125
2015-01-05,0.0027867324083929,-0.0003989479573725,387.6666666666667
2015-01-06,0.0011636309094321,-0.0004747305471078,284.875
2015-01-07,0.0003132184786023,-0.0005781223344537,271.9583333333333
2015-01-08,0.0018889269591629,-0.0003524766884162,278.2916666666667
2015-01-09,0.0003164280971785,-0.000467414716575,308.6666666666667
2015-01-10,6.930550537241224e-05,-0.000581326049118,311.25
2015-01-11,2.467797422893165e-05,-0.0006354346663024,230.45833333333331
2015-01-12,6.63974006406984e-05,-0.0006184792473472,255.45833333333331
2015-01-13,0.0001750607343142,-0.0006339796001663,379.2083333333333
2015-01-14,0.0001993301234806,-0.0006018463249401,346.8333333333333
2015-01-15,0.0007403962003316,-0.0004572038729659,298.25
2015-01-16,0.0008745859274997,-0.0004638913754088,287.9583333333333
2015-01-17,0.0006928087405388,-0.0005135667685877,211.16666666666663
2015-01-18,0.000673800604688,-0.0006565167516953,268.6666666666667
2015-01-19,0.0003345461684292,-0.0005238567492894,257.5833333333333
2015-01-20,0.0002370028638066,-0.0006735694803617,236.33333333333331
2015-01-21,0.0001070885126789,-0.0007882707733171,199.875
2015-01-22,3.493156337421489e-05,-0.0008830562085674,221.95833333333331
2015-01-23,6.158874914660463e-05,-0.0008680978022463,186.125
2015-01-24,0.0003759387657186,-0.0008335897433049,186.91666666666663
2015-01-25,0.0007908816328869,-0.0006707501150864,208.0
2015-01-26,0.0006122778719488,-0.0007153824047876,238.875
2015-01-27,0.0013087991212352,-0.0006011205702082,251.58333333333331
2015-01-28,0.0011490306338456,-0.0006718494851491,262.5
2015-01-29,0.0022713024090385,-0.000697857080859,216.66666666666663
2015-01-30,0.0025252819541977,-0.0005810997928087,211.41666666666663
2015-01-31,0.0020003014028286,-0.0005478140767745,216.5
2015-02-01,0.0001604421074391,-0.0006735268745534,188.0
2015-02-02,6.710484301262954e-05,-0.0009221584030865,613.7142857142857
2015-02-03,0.0001464260012677,-0.0008629603058492,502.1666666666667
2015-02-04,0.0009505958850435,-0.0006269034849354,433.8333333333333
2015-02-05,0.0013938176771289,-0.0006942707481291,418.75
2015-02-06,0.0002164728406913,-0.0008147915909556,422.4583333333333
2015-02-07,0.000706653995015,-0.0006572744465594,398.375
2015-02-08,0.0009684500132738,-0.0006866045298863,363.375
2015-02-09,0.0002425253724139,-0.000661515933476,449.0
2015-02-10,0.0007219827248864,-0.0009224304740222,304.25
2015-02-11,0.0002572246134608,-0.0010648847849013,275.25
2015-02-12,7.101335297145139e-06,-0.0012746941108926,275.75
2015-02-13,0.0003843990143957,-0.0011643032131415,276.75
2015-02-14,0.0004354433512097,-0.0010780704135513,278.25
2015-02-15,0.0025051159627615,-0.0008739135822183,291.3333333333333
2015-02-16,0.0008678690956307,-0.0010933410621056,295.8333333333333
2015-02-17,0.0001106010271841,-0.0013031754735214,314.0
2015-02-18,0.0010085249955821,-0.0007935278653895,344.0
2015-02-19,0.0005374464835341,-0.0009371696347386,375.0
2015-02-20,0.0002190964061442,-0.0013979849486974,374.0
2015-02-21,0.0018217767853196,-0.0009438197793013,356.6666666666667
2015-02-22,0.0019701165848226,-0.001383016722929,364.0
2015-02-23,0.0003073761309243,-0.0015292265932839,347.6666666666667
2015-02-24,0.0002703245869551,-0.0016509224216527,343.0
2015-02-25,0.0006228668094009,-0.0013736252630147,319.6666666666667
2015-02-26,0.0004013378012458,-0.001386142696057,336.3333333333333
2015-02-27,0.0008277727344598,-0.0012053520164524,311.6666666666667
2015-02-28,0.0038077213741187,-0.0010606006282684,326.3333333333333
2015-03-01,0.000750837334502,-0.0013875389373317,343.0
2015-03-02,0.0007507678411416,-0.0018616724021761,343.9166666666667
2015-03-03,0.00668278799927,-0.0008313172414299,298.0
2015-03-04,0.0020776078532673,-0.0008092137076814,361.9166666666667
2015-03-05,0.0033599410509151,-0.0006412586062529,334.0
2015-03-06,0.0006011663562161,-0.0009884357943889,321.8333333333333
2015-03-07,0.0002813309358851,-0.0011180082213027,314.1666666666667
2015-03-08,0.0003546875573177,-0.0013654546574942,316.0
2015-03-09,0.0016278399710102,-0.0010826582086228,268.0416666666667
2015-03-10,0.0050082953388488,-0.0008817467705968,395.625
2015-03-11,0.0026147532774044,-0.0012397581422757,312.75
2015-03-12,6.058014896230678e-05,-0.001579122038429,265.4166666666667
2015-03-13,0.0002441057757102,-0.0017002321620125,238.375
2015-03-14,0.0030305850918303,-0.0012892401544565,266.5416666666667
2015-03-15,0.0023664881406396,-0.0016593436747348,291.7916666666667
2015-03-16,0.0003533466544205,-0.0018675041436999,301.9166666666667
2015-03-17,0.0019008872340722,-0.0013338616524688,316.6666666666667
2015-03-18,0.004936114360776,-0.0008766873034218,345.5833333333333
2015-03-19,0.0077060551044279,-0.000945158240679,336.3333333333333
2015-03-20,0.0067665585083502,-0.000834960482919,289.2916666666667
2015-03-21,0.0002126947166864,-0.001271204860223,285.375
2015-03-22,0.0014617764209927,-0.0009024131664817,262.9583333333333
2015-03-23,0.0010912808976139,-0.0013022833757794,296.7916666666667
2015-03-24,0.0006712456244045,-0.0018941188069337,336.0833333333333
2015-03-25,0.0003949746031417,-0.0024035823600148,421.1666666666667
2015-03-26,0.0007308170982049,-0.0020032300831271,218.75
2015-03-27,0.001485867649807,-0.0017237257304222,213.54166666666663
2015-03-28,0.0046433494206225,-0.0012634960886605,198.125
2015-03-29,7.611344903906934e-05,-0.0031207724529546,198.20833333333331
2015-03-30,0.0002126451883843,-0.0032336813471079,200.125
2015-03-31,0.001546923317577,-0.0027363112761447,245.33333333333331
2015-04-01,0.003140076244369,-0.0038052175938281,325.4166666666667
2015-04-02,0.0012316059704692,-0.0037454297899147,427.75
2015-04-03,0.0014419936073588,-0.0035174020427395,308.4166666666667
2015-04-04,0.0082009937014857,-0.0017836451442307,243.45833333333331
2015-04-05,0.0079492714857709,-0.00138416945957,229.125
2015-04-06,0.0061219472439411,-0.0013872065437388,380.0
2015-04-07,0.0032398526994111,-0.0013893546872966,352.6666666666667
2015-04-08,0.0025536346509755,-0.0016836329139324,269.4583333333333
2015-04-09,0.0047027244475237,-0.0015864034891769,251.375
2015-04-10,0.0049709113594162,-0.0017738464486164,245.66666666666663
2015-04-11,0.0051306029870077,-0.0016682162635149,263.9583333333333
2015-04-12,0.0004150111802387,-0.0026618851046413,251.45833333333331
2015-04-13,8.311112974170967e-05,-0.0027455816361771,223.70833333333331
2015-04-14,0.0007137160585469,-0.0023540566483791,219.5
2015-04-15,1.555327057272149e-05,-0.0039141482502379,243.08333333333331
2015-04-16,0.0002260493779191,-0.0036798680510862,280.375
2015-04-17,0.0019136465108216,-0.0037090000016582,432.9166666666667
2015-04-18,0.0124009613549718,-0.0017389721650905,293.875
2015-04-19,0.0065487573572077,-0.0023115223832077,249.125
2015-04-20,0.00243630158898,-0.0020355179848461,265.125
2015-04-21,0.0067187620861897,-0.0017511968625706,279.7916666666667
2015-04-22,0.0074051660998028,-0.0011290816151616,320.0
2015-04-23,0.0018526823447676,-0.0018131839214788,334.2083333333333
2015-04-24,0.0011821228018456,-0.0027031576433382,328.6666666666667
2015-04-25,0.0045453253687923,-0.0023995163913342,307.7083333333333
2015-04-26,0.0003958919280922,-0.0038906990465398,297.9166666666667
2015-04-27,0.0017647857313691,-0.0038685042558337,503.6666666666667
2015-04-28,0.001237191711206,-0.0045553268330348,444.75
2015-04-29,0.0004846907640331,-0.004673392369447,337.0833333333333
2015-04-30,0.0036818713816862,-0.0030634754453149,464.125
2015-05-01,0.0067162408779642,-0.004550003588862,268.0
2015-05-02,0.0018518041408342,-0.0036741527267374,264.0
2015-05-03,0.0088205623173722,-0.0026175325864119,264.75
2015-05-04,0.0057089511664553,-0.0022073985680709,269.0416666666667
2015-05-05,0.0034431384158324,-0.0028324025373331,268.2083333333333
2015-05-06,0.0012821504203402,-0.0052251917097616,251.5
2015-05-07,0.0031240066282529,-0.0047060640347658,210.875
2015-05-08,0.0013652251781739,-0.005657839557518,229.45833333333331
2015-05-09,0.0012010454235776,-0.0051257905976938,213.75
2015-05-10,0.0039404422265438,-0.004734234730822,263.5833333333333
2015-05-11,0.0007751644562644,-0.0058212918864389,295.4583333333333
2015-05-12,0.0001118831335504,-0.0060528996363889,429.75
2015-05-13,0.0010266613476294,-0.0058145602533464,410.25
2015-05-14,0.0094244521749995,-0.0036471483352321,438.5833333333333
2015-05-15,0.0055202243195981,-0.0034908407680544,400.6666666666667
2015-05-16,0.0060259337562663,-0.0028190199173222,460.2083333333333
2015-05-17,0.0092842983988847,-0.0031029241476593,386.2916666666667
2015-05-18,0.0014371955005821,-0.0049971979520456,375.75
2015-05-19,0.0027176494841786,-0.0048257798046618,316.7083333333333
2015-05-20,0.004103538745643,-0.0039412482429696,339.1666666666667
2015-05-21,0.0076131857565449,-0.0030606543646097,341.6666666666667
2015-05-22,0.0133810092169419,-0.0020693430356348,368.0833333333333
2015-05-23,0.0037010520565638,-0.0033395633787955,440.3333333333333
2015-05-24,0.0035557269515813,-0.0032506565284993,434.0
2015-05-25,0.0053075680721351,-0.0031147794188153,438.875
2015-05-26,0.0066693291718458,-0.0041679508582744,426.7083333333333
2015-05-27,0.0037699123772861,-0.0031650385925972,369.60869565217394
2015-05-28,0.0109797263643759,-0.0025326486772092,366.4583333333333
2015-05-29,0.0088248163749149,-0.0049828586306069,372.0
2015-05-30,0.0018724252373918,-0.0055734472463311,415.4166666666667
2015-05-31,0.0068473860158003,-0.0028520260950116,411.7083333333333
2015-06-01,0.0083680972696002,-0.0028549650968312,701.9166666666666
2015-06-02,0.005840794678387,-0.00263789831601,694.125
2015-06-03,0.0047874898041592,-0.0031695908985439,720.5833333333334
2015-06-04,0.0092259198328366,-0.0045547405750486,746.75
2015-06-05,0.003293679296794,-0.003584625991007,765.0833333333334
2015-06-06,0.0082729816352625,-0.003786452726148,811.8333333333334
2015-06-07,0.0127747244898566,-0.0025783322036982,815.9583333333334
2015-06-08,0.0109660436293018,-0.0022876178845262,711.7083333333334
2015-06-09,0.0021888464595308,-0.0050129400737676,627.4166666666666
2015-06-10,0.0061949490693135,-0.0052299585653171,656.6666666666666
2015-06-11,0.0042050484077371,-0.0039458779931506,565.6666666666666
2015-06-12,0.0106980524028278,-0.0024811126098759,756.375
2015-06-13,0.0016569390063532,-0.0051646976613935,577.9166666666666
2015-06-14,0.0031536308104548,-0.003388749019408,477.9166666666667
2015-06-15,0.0057478759437355,-0.0033583085634401,748.6666666666666
2015-06-16,0.0072108771336237,-0.0032729376427661,723.25
2015-06-17,0.0108662280863163,-0.0023883202544856,780.7916666666666
2015-06-18,0.0044375196279585,-0.0031984192516797,794.4166666666666
2015-06-19,0.0040031184329144,-0.0027096528056072,794.4166666666666
2015-06-20,0.0066442130694382,-0.0033862456429589,797.6666666666666
2015-06-21,0.0046396255525218,-0.0048755209393811,762.5833333333334
2015-06-22,0.0055127167374234,-0.0029762334853846,773.7916666666666
2015-06-23,0.0073743818577038,-0.0023595011828887,806.3333333333334
2015-06-24,0.0073982543435972,-0.0026059773371212,951.5833333333334
2015-06-25,0.0029778264972787,-0.0043893671093464,1062.5
2015-06-26,0.0032241242365428,-0.0038035567080909,875.5
2015-06-27,0.0052845889761038,-0.0034163687576836,995.8333333333334
2015-06-28,0.0033146722556934,-0.003184547414807,1073.0
2015-06-29,0.0206959846173177,-0.0018461431470878,845.4166666666666
2015-06-30,0.009143435490792,-0.001358505966758,847.9166666666666
2015-07-01,0.0050889144007253,-0.0023046742238226,1196.6666666666667
2015-07-02,0.0054480219182177,-0.0025534920377725,1409.1666666666667
2015-07-03,0.0104832815834976,-0.0012794625269498,1406.9565217391305
2015-07-04,0.0110243325723157,-0.0019101729746241,1415.7894736842106
2015-07-05,0.007569594991952,-0.0046508198475938,1441.5
2015-07-06,0.0010932650078549,-0.0060848101361834,1237.7083333333333
2015-07-07,0.0024015543369318,-0.0051748762179512,1193.571428571429
2015-07-08,0.0038790289012384,-0.0037056731187529,830.0
2015-07-09,0.0147836561275445,-0.0035652587728345,777.5
2015-07-10,0.0011462906627509,-0.0058540437738827,722.5
2015-07-11,0.0008628795295617,-0.0055477216383019,1290.0
2015-07-12,0.0122048184844941,-0.003547401607512,1145.0
2015-07-13,0.0124124456770765,-0.0020872790487615,825.0
2015-07-14,0.0122084414621871,-0.0013424193612951,795.0
2015-07-15,0.00417310093558,-0.0054966929791471,807.5
2015-07-16,0.0066979629285355,-0.0048791399856825,770.0
2015-07-17,0.003172502893224,-0.0054737244195687,625.25
2015-07-18,0.007232465734242,-0.005311946248195,550.25
2015-07-19,0.003544538303065,-0.0058358317739414,551.0
2015-07-20,0.0057857373407304,-0.004146398386883,714.9411764705883
2015-07-21,0.0069770063458216,-0.0033710557729355,788.75
2015-07-22,0.0074974785221627,-0.0047606220575892,772.125
2015-07-23,0.0121769826480198,-0.0037005904703688,782.9166666666666
2015-07-24,0.0016282568503372,-0.0063404824749333,723.8333333333334
2015-07-25,0.0012018726399223,-0.006477721047434,529.8421052631579
2015-07-26,0.0036841611376438,-0.0052330442582972,547.2083333333334
2015-07-27,0.0055991794771433,-0.0045221878525694,507.5384615384616
2015-07-28,0.0009046721778392,-0.0058328235072987,530.25
2015-07-29,0.0018241903247792,-0.0056800826215355,525.75
2015-07-30,0.0037761669595043,-0.0045513027000621,703.5
2015-07-31,0.0009897912374512,-0.0055334342826093,779.6666666666666
2015-08-01,0.0015470756437075,-0.0058134108059261,785.5555555555555
2015-08-02,0.004032354711839,-0.0041924346986638,714.25
2015-08-03,0.010383429699069,-0.0036924250767154,788.75
2015-08-04,0.0210704059027929,-0.0019062486231364,738.5
2015-08-05,0.0027385429388854,-0.0051867587015899,694.2727272727273
2015-08-06,0.0011869116011206,-0.0048302241318155,543.0
2015-08-07,0.0099822830306532,-0.0015698656184683,490.0
2015-08-08,0.0044516447112478,-0.0043106806128509,470.0
2015-08-09,0.0081074380405575,-0.0021194154101321,465.0
2015-08-10,0.0050170400016885,-0.0036079075434194,565.4166666666666
2015-08-11,0.0034763873413088,-0.0047225997955117,635.125
2015-08-12,0.0036816899780144,-0.0046847523335242,731.375
2015-08-13,0.0023425077142185,-0.0048340542149274,738.8333333333334
2015-08-14,0.0121332233873353,-0.0022265753954277,504.7916666666667
2015-08-15,0.0012385280758362,-0.0044276460747442,584.1666666666666
2015-08-16,0.0125689170181489,-0.0010592386748234,647.5833333333334
2015-08-17,0.008034147953573,-0.001617592303978,682.3181818181819
2015-08-18,0.0056388634618591,-0.0017422050335821,473.0434782608696
2015-08-19,0.0091367508742156,-0.0026777331020051,439.1666666666667
2015-08-20,0.0032449436629022,-0.0042016117624284,403.5
2015-08-21,0.0020399671073834,-0.0044733141711789,469.125
2015-08-22,0.0045591156214189,-0.004228609487811,522.7916666666666
2015-08-23,0.0031094202078395,-0.0050107773425112,546.625
2015-08-24,0.0148272884842509,-0.0022202511966372,579.3333333333334
2015-08-25,0.0102906915705067,-0.0033850801424323,419.5
2015-08-26,0.0028627073052986,-0.0036560079999227,463.1666666666667
2015-08-27,0.0093250363843956,-0.0016042733101356,481.75
2015-08-28,0.0043755412192551,-0.0032529828831736,407.7083333333333
2015-08-29,0.0036810192227825,-0.0039912602799179,405.1666666666667
2015-08-30,0.0028949816404645,-0.0038641997164505,408.25
2015-08-31,0.0070514945535812,-0.0022257453592124,440.2083333333333
2015-09-01,0.0011156913385896,-0.0034896931763008,463.3333333333333
2015-09-02,0.0139014032727024,-0.0011001217321991,412.0833333333333
2015-09-03,0.0075935005065178,-0.0020117576531294,409.1666666666667
2015-09-04,0.0044002212861153,-0.0038845432337423,403.3333333333333
2015-09-05,0.0043364736903156,-0.0023867536757895,400.0
2015-09-06,0.0009720994252569,-0.0032854404741529,434.75
2015-09-07,0.0011547948961094,-0.0037905165861346,442.8333333333333
2015-09-08,0.0050523606281114,-0.0020912079651573,436.6666666666667
2015-09-09,0.0045026732308795,-0.0020820647842719,489.4583333333333
2015-09-10,0.0067040805231292,-0.0021920848032463,407.375
2015-09-11,0.013784316383257,-0.0011647177779504,404.1666666666667
2015-09-12,0.0041735900774985,-0.002420782736123,390.7916666666667
2015-09-13,0.0004887422515851,-0.0024942145105479,375.2916666666667
2015-09-14,0.0030468629144603,-0.00320555055236,372.75
2015-09-15,0.0021126708768478,-0.003239637017624,372.4583333333333
2015-09-16,0.0049573441642937,-0.0014651580820285,457.9583333333333
2015-09-17,0.0069952408317804,-0.0019493640212401,419.7916666666667
2015-09-18,0.0052114906821836,-0.0017127282668412,434.5833333333333
2015-09-19,0.0072703029120075,-0.0018914363517698,447.0
2015-09-20,0.0027836793579947,-0.0030855585927068,441.4583333333333
2015-09-21,0.0031587843559717,-0.0022469744792124,428.5416666666667
2015-09-22,0.0078960812700425,-0.0039520992595357,533.0833333333334
2015-09-23,0.0024032651512894,-0.0033684405947047,539.625
2015-09-24,0.0114582263579323,-0.0013374179369276,532.2083333333334
2015-09-25,0.0094067935559223,-0.0016993116362019,527.9166666666666
2015-09-26,0.0039808888543599,-0.0017862586075658,540.1666666666666
2015-09-27,0.0016209809808432,-0.0020941948864241,1005.125
2015-09-28,0.0015745783840858,-0.0025119137715094,979.5833333333334
2015-09-29,0.0011911258732236,-0.0029031167831046,935.0833333333334
2015-09-30,0.0128192035371626,-0.0030717495341711,914.0
2015-10-01,0.0071775142395593,-0.0031296441408135,900.9583333333334
2015-10-02,0.0042896124443572,-0.0027589362172432,413.0833333333333
2015-10-03,0.0109198496392396,-0.001728291916673,399.4166666666667
2015-10-04,0.0064747985475338,-0.0017733588987026,394.0
2015-10-05,0.000799524657372,-0.0021764728405029,914.125
2015-10-06,0.0026006830764883,-0.0027393051446087,920.9166666666666
2015-10-07,0.0097554858364254,-0.0021047970057174,920.3333333333334
2015-10-08,0.0074422637612524,-0.0020637779928422,925.9583333333334
2015-10-09,0.0067878271606041,-0.0017531636629233,926.5833333333334
2015-10-10,0.0044502582764601,-0.0019492754498839,430.875
2015-10-11,0.002000340350229,-0.0022681821460545,437.9583333333333
2015-10-12,0.0009308270255721,-0.0025366710013275,743.2916666666666
2015-10-13,0.0011186134169325,-0.0032058794328877,755.2916666666666
2015-10-14,0.000542027198671,-0.004028737034685,751.1666666666666
2015-10-15,0.0004140234499935,-0.0036539241743683,757.8333333333334
2015-10-16,0.0020355757276755,-0.003111642423743,658.9166666666666
2015-10-17,0.0082726211456826,-0.0020501919651027,401.0833333333333
2015-10-18,0.0041481330001973,-0.0033169285257603,404.4166666666667
2015-10-19,7.494957716092951e-05,-0.0038772692084659,434.1666666666667
2015-10-20,0.0004443178204598,-0.0034778990564679,515.7083333333334
2015-10-21,0.0023123433193139,-0.0027017513279195,517.4166666666666
2015-10-22,0.0088555781407248,-0.0014404191832297,522.3333333333334
2015-10-23,0.0030787344980893,-0.0019777694021708,526.0
2015-10-24,0.0033491100244022,-0.0021460832571688,525.3333333333334
2015-10-25,0.0007184623655865,-0.0035000582656264,528.0416666666666
2015-10-26,0.0060490830350415,-0.0024105777878685,528.0416666666666
2015-10-27,0.0019856904109041,-0.0019248015488108,515.9583333333334
2015-10-28,0.0038237874042798,-0.0026508395688886,506.1666666666667
2015-10-29,0.0055450851928272,-0.0016809683207292,504.9166666666667
2015-10-30,0.0039379044263333,-0.0016640288978507,515.3333333333334
2015-10-31,0.001047415897833,-0.0021957222769964,523.5833333333334
2015-11-01,0.0001054582410338,-0.0025400642797443,333.625
2015-11-02,0.0001711622052453,-0.0025079384466845,305.5416666666667
2015-11-03,0.000787296136867,-0.0023775275333536,308.5
2015-11-04,0.0009311779426604,-0.0019036638479089,310.5
2015-11-05,0.0007566536803161,-0.0024262836349392,317.9583333333333
2015-11-06,0.0018211658229076,-0.0023332305100962,299.125
2015-11-07,0.0064993859531404,-0.0018278005523654,311.125
2015-11-08,0.0020948401975238,-0.0020465016177401,310.0416666666667
2015-11-09,0.0013405453414058,-0.0016658915026652,302.875
2015-11-10,0.0033936945078588,-0.0013560463556083,297.375
2015-11-11,0.0058058568301949,-0.0010397290475876,244.125
2015-11-12,0.0016729536013458,-0.0011940897857351,244.625
2015-11-13,0.0009658801620554,-0.0017418283441272,253.125
2015-11-14,0.0012139271417892,-0.0014470924849609,242.125
2015-11-15,0.0025996361793347,-0.0011677731241554,242.75
2015-11-16,0.0029985683540489,-0.0009948498728781,241.875
2015-11-17,0.0033468786446415,-0.0010848562493005,260.5
2015-11-18,0.0036580684765052,-0.0006302694769447,261.9166666666667
2015-11-19,0.0002833866822987,-0.0014027075349691,255.375
2015-11-20,0.0003658395146045,-0.0015853527848883,252.125
2015-11-21,0.0007731304468458,-0.0014124275335671,278.875
2015-11-22,0.0006547586057266,-0.0013913350705178,278.375
2015-11-23,0.0019790340062326,-0.0010232973931627,282.25
2015-11-24,0.0077959128722523,-0.0006863336573741,288.25
2015-11-25,0.0008652297705909,-0.0012195714768344,293.25
2015-11-26,0.0015845207642248,-0.0010025281290475,257.25
2015-11-27,0.0042957157431416,-0.0006725526549455,225.625
2015-11-28,0.0046899259186586,-0.0004287279415747,223.625
2015-11-29,3.899202151177693e-05,-0.0006016325552483,232.625
2015-11-30,0.0001063074824306,-0.0007192911604746,236.375
2015-12-01,0.0002700396711856,-0.0007873102871653,227.0
2015-12-02,0.0004290598483001,-0.0008041948683748,189.25
2015-12-03,0.0023933706960986,-0.0006153485967211,195.875
2015-12-04,0.005041254968263,-0.0004268044426715,218.5
2015-12-05,0.0001476573278434,-0.0004940070424913,263.4583333333333
